request,account,dvr,start_time,end_time,source,received,uploaded,timestamp,is_retry,videos_details
001000007462213413220240916182059000,3-170,0000074622134132,"2024-09-16 18:20","2024-09-16 18:20",Vehicle,2,2,"2024-09-16 18:24:08",0,2
001000007462425317320240916164102694,3-238,0000074624253173,"2024-09-15 15:36","2024-09-15 15:36",Vehicle,25,23,"2024-09-16 16:46:30",0,25
002000007462217202220240916162630530,3-170,0000074622172022,"2024-09-16 16:25","2024-09-16 16:26",API,1,1,"2024-09-16 16:26:37",0,1
001000007462316227420240916151254000,3-250,0000074623162274,"2024-09-16 15:11","2024-09-16 15:11",Vehicle,2,2,"2024-09-16 15:15:57",0,2
001000007462317223220240916125056000,3-253,0000074623172232,"2024-09-16 12:49","2024-09-16 12:49",Vehicle,2,2,"2024-09-16 12:53:41",0,2
001000007461422165520240916124116000,3-170,0000074614221655,"2024-09-16 12:40","2024-09-16 12:40",Vehicle,2,2,"2024-09-16 12:42:25",0,2
001000007462213413120240916111002000,3-170,0000074622134131,"2024-09-16 11:09","2024-09-16 11:09",Vehicle,2,2,"2024-09-16 11:31:45",0,2
001000007461005161220240916011215000,3-170,0000074610051612,"2024-09-16 01:11","2024-09-16 01:11",Vehicle,2,2,"2024-09-16 01:13:10",0,2
001000007462316227420240915044448000,3-250,0000074623162274,"2024-09-15 04:43","2024-09-15 04:43",Vehicle,1364,1,"2024-09-15 17:41:29",0,1364
001000007462305104820240915171645000,3-242,0000074623051048,"2024-09-15 17:15","2024-09-15 17:15",Vehicle,2,2,"2024-09-15 17:18:37",0,2
001000007461027337420240915032854000,3-170,0000074610273374,"2024-09-15 03:28","2024-09-15 03:28",Vehicle,2,2,"2024-09-15 03:30:34",0,2
001000007462319208920240914195231000,3-250,0000074623192089,"2024-09-14 19:33","2024-09-14 19:33",Vehicle,26,26,"2024-09-14 20:00:15",0,26
001000007462310305220240914193105000,3-253,0000074623103052,"2024-09-14 19:29","2024-09-14 19:29",Vehicle,2,2,"2024-09-14 19:34:05",0,2
001000007462319106020240914182651000,3-309,0000074623191060,"2024-09-14 18:01","2024-09-14 18:01",Vehicle,25,16,"2024-09-14 18:32:27",0,25
001000007462316538020240914172244000,3-273,0000074623165380,"2024-09-14 13:02","2024-09-14 13:02",Vehicle,2,2,"2024-09-14 17:24:45",0,2
001000007462312310720240914152317000,3-170,0000074623123107,"2024-09-14 15:21","2024-09-14 15:21",Vehicle,2,2,"2024-09-14 15:26:28",0,2
001000007462312310720240914150728000,3-170,0000074623123107,"2024-09-14 15:05","2024-09-14 15:05",Vehicle,2,2,"2024-09-14 15:10:16",0,2
001000007462312310720240914143143000,3-170,0000074623123107,"2024-09-14 14:30","2024-09-14 14:30",Vehicle,2,2,"2024-09-14 14:34:21",0,2
001000007462318302620240914133511000,3-250,0000074623183026,"2024-09-14 04:15","2024-09-14 04:15",Vehicle,25,7,"2024-09-14 13:40:37",0,25
001000007462319315920240914132631000,3-250,0000074623193159,"2024-09-14 02:46","2024-09-14 02:46",Vehicle,25,10,"2024-09-14 13:32:13",0,25
001000007462319104120240913222209000,3-250,0000074623191041,"2024-09-13 19:54","2024-09-13 19:54",Vehicle,25,15,"2024-09-13 22:27:55",0,25
001000007462310507420240913202134000,3-170,0000074623105074,"2024-09-13 20:22","2024-09-13 20:22",Vehicle,26,22,"2024-09-13 20:28:11",0,26
002000007462312210220240913191701227,3-170,0000074623122102,"2024-09-13 13:03","2024-09-13 13:06",API,3,4,"2024-09-13 19:17:11",0,4
002000007462312210220240913190851498,3-170,0000074623122102,"2024-09-13 13:00","2024-09-13 13:05",API,5,5,"2024-09-13 19:09:00",0,5
002000007462312210220240913190553619,3-170,0000074623122102,"2024-09-13 13:05","2024-09-13 13:10",API,5,5,"2024-09-13 19:06:13",0,5
002000007461229658420240913183144987,3-170,0000074612296584,"2024-09-13 16:25","2024-09-13 16:30",API,5,5,"2024-09-13 18:31:54",0,5
002000007461229658420240913182913398,3-170,0000074612296584,"2024-09-13 16:26","2024-09-13 16:31",API,5,5,"2024-09-13 18:29:21",0,5
002000007461229658420240913182850571,3-170,0000074612296584,"2024-09-13 16:25","2024-09-13 16:26",API,1,1,"2024-09-13 18:28:54",0,1
002000007461229658420240913182807241,3-170,0000074612296584,"2024-09-13 16:30","2024-09-13 16:35",API,1,1,"2024-09-13 18:28:19",0,1
001000007461108748020240913150400000,3-170,0000074611087480,"2024-09-13 15:03","2024-09-13 15:03",Vehicle,2,2,"2024-09-13 15:06:09",0,2
002000007462316216720240913142328206,3-170,0000074623162167,"2024-09-13 14:22","2024-09-13 14:23",API,1,1,"2024-09-13 14:23:35",0,1
001000007461304492920240913140714000,3-170,0000074613044929,"2024-09-13 14:07","2024-09-13 14:07",Vehicle,1,1,"2024-09-13 14:07:37",0,1
002000007462213521820240913132701487,3-170,0000074622135218,"2024-09-12 21:05","2024-09-12 21:10",API_OFFLINE,2,2,"2024-09-13 13:46:06",1,2
002000007462213521820240913132747901,3-170,0000074622135218,"2024-09-12 20:55","2024-09-12 21:00",API_OFFLINE,5,5,"2024-09-13 13:46:06",1,5
002000007462213521820240913132045944,3-170,0000074622135218,"2024-09-12 21:00","2024-09-12 21:05",API,5,5,"2024-09-13 13:20:57",0,5
001000007462312210220240913130950000,3-170,0000074623122102,"2024-09-13 13:08","2024-09-13 13:08",Vehicle,2,2,"2024-09-13 13:11:59",0,2
001000007462316331520240913120957000,3-253,0000074623163315,"2024-09-13 12:08","2024-09-13 12:08",Vehicle,2,2,"2024-09-13 12:14:38",0,2
002000007462316111120240913011610147,3-170,0000074623161111,"2024-09-13 01:14","2024-09-13 01:15",API,1,1,"2024-09-13 01:16:17",0,1
001000007462319206920240912224304000,3-250,0000074623192069,"2024-09-12 19:46","2024-09-12 19:46",Vehicle,25,24,"2024-09-12 22:49:00",0,25
001000007461108748020240912223746000,3-170,0000074611087480,"2024-09-12 22:36","2024-09-12 22:36",Vehicle,2,2,"2024-09-12 22:38:31",0,2
001000007462319104320240912214734000,3-253,0000074623191043,"1971-01-01 00:05","1971-01-01 00:05",Vehicle,24,7,"2024-09-12 21:54:31",0,24
001000007462227312920240912210240000,3-242,0000074622273129,"2024-09-12 21:01","2024-09-12 21:01",Vehicle,2,2,"2024-09-12 21:04:17",0,2
001000007462214101020240912192457000,3-170,0000074622141010,"2024-09-12 19:24","2024-09-12 19:24",Vehicle,2,2,"2024-09-12 19:27:40",0,2
001000007462319206920240912185214000,3-250,0000074623192069,"2024-09-12 13:30","2024-09-12 13:30",Vehicle,25,18,"2024-09-12 18:58:19",0,25
001000007462213205320240912184333000,3-155,0000074622132053,"2024-09-12 18:42","2024-09-12 18:42",Vehicle,2,2,"2024-09-12 18:46:34",0,2
001000007462316226220240912172718000,3-253,0000074623162262,"2024-09-12 17:14","2024-09-12 17:14",Vehicle,2,2,"2024-09-12 17:31:28",0,2
001000007462307100220240912172412000,3-242,0000074623071002,"2024-09-12 17:22","2024-09-12 17:22",Vehicle,2,2,"2024-09-12 17:28:13",0,2
001000007462319208820240912170700000,3-253,0000074623192088,"2024-09-12 16:50","2024-09-12 16:50",Vehicle,25,25,"2024-09-12 17:12:46",0,25
001000007462317219120240912165212000,3-282,0000074623172191,"2024-09-12 16:51","2024-09-12 16:51",Vehicle,2,2,"2024-09-12 16:54:38",0,2
002000007462316539920240912150154608,3-242,0000074623165399,"2024-09-12 06:25","2024-09-12 06:30",API,5,5,"2024-09-12 15:02:06",0,5
002000007462316539920240912144750123,3-242,0000074623165399,"2024-09-12 06:22","2024-09-12 06:27",API,5,5,"2024-09-12 14:48:03",0,5
001000007462226414120240912144232000,3-242,0000074622264141,"2024-09-12 14:40","2024-09-12 14:40",Vehicle,2,2,"2024-09-12 14:44:05",0,2
001000007462319315520240912111822000,3-253,0000074623193155,"2024-09-11 22:06","2024-09-11 22:06",Vehicle,25,23,"2024-09-12 11:22:12",0,25
001000007462305100720240911232104000,3-242,0000074623051007,"2024-09-11 23:19","2024-09-11 23:19",Vehicle,2,2,"2024-09-11 23:22:50",0,2
001000007462220200620240911222550000,3-253,0000074622202006,"2024-09-11 22:24","2024-09-11 22:24",Vehicle,2,2,"2024-09-11 22:29:58",0,2
001000007462307201720240911205806000,3-242,0000074623072017,"2024-09-11 20:57","2024-09-11 20:57",Vehicle,2,2,"2024-09-11 21:01:30",0,2
002000007462317212820240911204103739,1-291,0000074623172128,"2024-09-11 20:27","2024-09-11 20:39",API,8,8,"2024-09-11 20:41:17",0,8
002000007462317212820240911203754327,1-291,0000074623172128,"2024-09-11 20:32","2024-09-11 20:33",API,1,1,"2024-09-11 20:38:09",0,1
002000007462317212820240911203318325,1-291,0000074623172128,"2024-09-11 20:30","2024-09-11 20:32",API,1,1,"2024-09-11 20:33:24",0,1
001000007462317104520240911202419000,3-303,0000074623171045,"2024-09-11 16:42","2024-09-11 16:42",Vehicle,25,20,"2024-09-11 20:31:57",0,25
001000007462227104820240911202324000,3-268,0000074622271048,"2024-09-11 20:21","2024-09-11 20:21",Vehicle,2,2,"2024-09-11 20:25:28",0,2
001000007462316437020240911200523000,3-242,0000074623164370,"2024-09-11 20:03","2024-09-11 20:03",Vehicle,3,2,"2024-09-11 20:09:58",0,3
001000007462316437020240911200218000,3-242,0000074623164370,"2024-09-11 20:01","2024-09-11 20:01",Vehicle,2,2,"2024-09-11 20:06:42",0,2
001000007462316437020240911200037000,3-242,0000074623164370,"2024-09-11 19:46","2024-09-11 19:46",Vehicle,2,2,"2024-09-11 20:03:19",0,2
002000007462317212820240911194252148,1-291,0000074623172128,"2024-09-11 19:38","2024-09-11 19:39",API,0,0,"2024-09-11 19:42:58",0,0
002000007462317212820240911193908803,1-291,0000074623172128,"2024-09-11 19:35","2024-09-11 19:36",API,0,0,"2024-09-11 19:39:15",0,0
002000007462317331920240911181717092,3-304,0000074623173319,"2024-09-11 13:18","2024-09-11 13:19",API,1,1,"2024-09-11 18:17:23",0,1
001000007462312210120240911180835000,3-242,0000074623122101,"2024-09-11 18:06","2024-09-11 18:06",Vehicle,2,2,"2024-09-11 18:09:55",0,2
001000007462317326120240911160623000,3-241,0000074623173261,"2024-09-11 16:04","2024-09-11 16:04",Vehicle,2,2,"2024-09-11 16:09:58",0,2
001000007462205200620240911155316000,3-170,0000074622052006,"2024-09-11 15:53","2024-09-11 15:53",Vehicle,2,2,"2024-09-11 15:54:38",0,2
001000007461111391320240911154028000,3-170,0000074611113913,"2024-09-11 15:40","2024-09-11 15:40",Vehicle,2,2,"2024-09-11 15:43:11",0,2
002000007462317103920240911142329612,3-250,0000074623171039,"2024-08-28 02:09","2024-08-28 02:29",API,0,0,"2024-09-11 14:23:52",0,0
001000007462323203720240911123331000,3-170,0000074623232037,"2024-09-11 12:32","2024-09-11 12:32",Vehicle,2,2,"2024-09-11 12:35:06",0,2
001000007462305208320240911040041000,3-170,0000074623052083,"2024-06-11 20:42","2024-06-11 20:42",Vehicle,1,1,"2024-09-11 04:01:25",0,1
001000007462425317320240910203441000,3-238,0000074624253173,"2024-09-10 16:15","2024-09-10 16:15",Vehicle,21,19,"2024-09-11 03:49:54",0,21
001000007462323304720240911002147000,3-170,0000074623233047,"2024-09-11 00:19","2024-09-11 00:19",Vehicle,2,2,"2024-09-11 00:23:41",0,2
002000007462317103920240910185528941,3-250,0000074623171039,"2024-08-27 16:00","2024-08-27 16:20",API,8,6,"2024-09-10 18:55:51",0,7
002000007462317103920240910184328399,3-250,0000074623171039,"2024-08-27 15:50","2024-08-27 16:10",API,18,17,"2024-09-10 18:43:48",0,18
002000007462317103920240910184251268,3-250,0000074623171039,"2024-08-27 15:50","2024-08-27 16:30",API,18,17,"2024-09-10 18:43:29",0,18
002000007462317103920240910184219633,3-250,0000074623171039,"2024-08-27 15:50","2024-08-27 16:30",API,18,17,"2024-09-10 18:42:58",0,18
002000007462317103920240910184144885,3-250,0000074623171039,"2024-08-27 15:50","2024-08-27 16:30",API,18,17,"2024-09-10 18:42:23",0,18
001000007462317222420240525004839000,3-250,0000074623172224,"2024-05-24 19:48","2024-05-24 19:48",Vehicle,21,13,"2024-09-10 17:57:47",0,21
001000007462227206120240910173008000,3-170,0000074622272061,"2024-09-10 17:29","2024-09-10 17:29",Vehicle,2,2,"2024-09-10 17:33:33",0,2
001000007461303726520240910172432000,3-170,0000074613037265,"2024-09-10 17:23","2024-09-10 17:23",Vehicle,2,2,"2024-09-10 17:25:02",0,2
001000007462213203920240910144856000,3-188,0000074622132039,"2024-09-10 14:47","2024-09-10 14:47",Vehicle,2,2,"2024-09-10 14:52:06",0,2
002000007462311204020240910120849959,3-170,0000074623112040,"2024-09-09 20:40","2024-09-09 20:50",API,10,10,"2024-09-10 12:09:02",0,10
002000007462311204020240910120430395,3-170,0000074623112040,"2024-09-09 21:00","2024-09-09 21:10",API,0,0,"2024-09-10 12:04:46",0,0
002000007462311204020240910120402343,3-170,0000074623112040,"2024-09-09 21:00","2024-09-09 21:01",API,0,0,"2024-09-10 12:04:08",0,0
002000007462311315020240910120257964,3-170,0000074623113150,"2024-09-09 21:05","2024-09-09 21:10",API,0,0,"2024-09-10 12:03:07",0,0
002000007462311315020240910120221700,3-170,0000074623113150,"2024-09-09 21:00","2024-09-09 21:05",API,0,0,"2024-09-10 12:02:36",0,0
001000007461027337420240910000638000,3-170,0000074610273374,"2024-09-10 00:06","2024-09-10 00:06",Vehicle,2,2,"2024-09-10 00:08:05",0,2
001000007462315501020240909233720000,3-170,0000074623155010,"2024-09-09 23:17","2024-09-09 23:17",Vehicle,25,25,"2024-09-09 23:48:40",0,25
001000007462317225220240909223022000,3-250,0000074623172252,"2024-09-09 22:28","2024-09-09 22:28",Vehicle,2,2,"2024-09-09 22:31:40",0,2
002000007462311101920240909221638520,3-170,0000074623111019,"2024-09-09 21:28","2024-09-09 21:38",API,6,6,"2024-09-09 22:16:52",0,6
001000007462317223420240909215938000,3-250,0000074623172234,"2024-09-09 21:58","2024-09-09 21:58",Vehicle,2,2,"2024-09-09 22:01:26",0,2
001000007462317225220240909214743000,3-250,0000074623172252,"2024-09-09 21:46","2024-09-09 21:46",Vehicle,2,2,"2024-09-09 21:51:44",0,2
001000007462310507420240909211125000,3-170,0000074623105074,"2024-09-09 20:56","2024-09-09 20:56",Vehicle,34,34,"2024-09-09 21:30:35",0,34
001000007462317225220240909212013000,3-250,0000074623172252,"2024-09-09 21:18","2024-09-09 21:18",Vehicle,2,2,"2024-09-09 21:24:39",0,2
002000007462310507420240909201548902,3-170,0000074623105074,"2024-09-09 20:10","2024-09-09 20:11",API,1,1,"2024-09-09 20:15:57",0,1
001000007462425317320240909195716000,3-238,0000074624253173,"2024-09-09 19:29","2024-09-09 19:29",Vehicle,25,23,"2024-09-09 20:03:14",0,25
002000007462310507420240909194336309,3-170,0000074623105074,"2024-09-09 19:42","2024-09-09 19:43",API,0,0,"2024-09-09 19:43:47",0,0
002000007462310507420240909192026106,3-170,0000074623105074,"2024-09-09 19:19","2024-09-09 19:20",API,0,0,"2024-09-09 19:20:34",0,0
002000007462310507420240909191856767,3-170,0000074623105074,"2024-09-09 19:09","2024-09-09 19:10",API,1,1,"2024-09-09 19:19:02",0,1
002000007462310507420240909191843188,3-170,0000074623105074,"2024-09-09 19:17","2024-09-09 19:18",API,0,0,"2024-09-09 19:18:51",0,0
001000007462316335620240909120656000,3-253,0000074623163356,"2024-09-09 11:22","2024-09-09 11:22",Vehicle,21,20,"2024-09-09 19:09:41",0,21
002000007462310507420240909164905201,3-170,0000074623105074,"2024-09-09 16:48","2024-09-09 16:49",API,0,0,"2024-09-09 16:49:11",0,0
002000007462310507420240909164520250,3-170,0000074623105074,"2024-09-09 16:40","2024-09-09 16:41",API,1,0,"2024-09-09 16:45:27",0,0
002000007462310507420240909162402679,3-170,0000074623105074,"2024-09-09 16:19","2024-09-09 16:20",API,1,1,"2024-09-09 16:24:17",0,1
001000007461027337420240909145043000,3-170,0000074610273374,"2024-09-09 14:50","2024-09-09 14:50",Vehicle,2,2,"2024-09-09 14:51:55",0,2
002000007462350403720240909143118993,3-170,0000074623504037,"2024-09-07 00:38","2024-09-07 00:39",API_OFFLINE,1,1,"2024-09-09 14:41:21",1,1
002000007462350403720240909143050372,3-170,0000074623504037,"2024-09-07 00:38","2024-09-07 00:43",API_OFFLINE,6,6,"2024-09-09 14:41:20",1,6
001000007462310507420240908191657000,3-170,0000074623105074,"2024-09-08 19:17","2024-09-08 19:17",Vehicle,32,27,"2024-09-09 14:00:21",0,32
001000007462311314420240909010212000,3-170,0000074623113144,"2024-09-09 01:01","2024-09-09 01:01",Vehicle,2,2,"2024-09-09 01:04:31",0,2
001000007462226517220240908230530000,3-242,0000074622265172,"2024-09-08 23:04","2024-09-08 23:04",Vehicle,2,2,"2024-09-08 23:08:48",0,2
001000007462317219120240908194414000,3-282,0000074623172191,"2024-09-08 19:42","2024-09-08 19:42",Vehicle,2,2,"2024-09-08 19:45:47",0,2
002000007462310507420240908183936684,3-170,0000074623105074,"2024-09-08 18:36","2024-09-08 18:37",API,1,1,"2024-09-08 18:39:44",0,1
002000007462310507420240908165126999,3-170,0000074623105074,"2024-09-08 16:43","2024-09-08 16:44",API,1,1,"2024-09-08 16:51:33",0,1
001000007462310507420240907220403000,3-170,0000074623105074,"2024-09-07 18:04","2024-09-07 18:04",Vehicle,24,23,"2024-09-08 16:50:13",0,24
001000007462227104820240908075138000,3-268,0000074622271048,"2024-09-08 07:49","2024-09-08 07:49",Vehicle,2,2,"2024-09-08 07:53:10",0,2
001000007462316540120240908051002000,3-307,0000074623165401,"2024-09-08 05:08","2024-09-08 05:08",Vehicle,2,2,"2024-09-08 05:11:43",0,2
001000007462227418120240908022046000,3-242,0000074622274181,"2024-09-08 02:18","2024-09-08 02:18",Vehicle,2,2,"2024-09-08 02:24:20",0,2
001000007462316226920240907233832000,3-250,0000074623162269,"2024-09-07 23:37","2024-09-07 23:37",Vehicle,2,2,"2024-09-07 23:42:06",0,2
001000007462306304720240907204848000,3-242,0000074623063047,"2024-09-07 20:47","2024-09-07 20:47",Vehicle,2,2,"2024-09-07 20:50:42",0,2
002000007462310507420240907134210912,3-170,0000074623105074,"2024-09-07 13:00","2024-09-07 13:01",API_OFFLINE,1,1,"2024-09-07 16:14:53",1,1
001000007462323202520240907150454000,3-170,0000074623232025,"2024-09-07 15:03","2024-09-07 15:03",Vehicle,2,2,"2024-09-07 15:07:42",0,2
001000007462310507420240907113618000,3-170,0000074623105074,"2024-09-06 23:16","2024-09-06 23:16",Vehicle,134,69,"2024-09-07 13:36:56",0,134
001000007462317100520240907002837000,3-250,0000074623171005,"2024-09-07 00:26","2024-09-07 00:26",Vehicle,2,2,"2024-09-07 00:29:50",0,2
001000007462310507420240906204041000,3-170,0000074623105074,"2024-09-06 15:05","2024-09-06 15:05",Vehicle,184,124,"2024-09-06 23:30:25",0,184
001000007462226517220240906231133000,3-242,0000074622265172,"2024-09-06 23:09","2024-09-06 23:09",Vehicle,2,2,"2024-09-06 23:15:05",0,2
001000007462317100520240906211916000,3-250,0000074623171005,"2024-09-06 21:17","2024-09-06 21:17",Vehicle,2,2,"2024-09-06 21:20:41",0,2
001000007462316227420240906210527000,3-250,0000074623162274,"2024-09-06 21:04","2024-09-06 21:04",Vehicle,2,2,"2024-09-06 21:06:59",0,2
001000007462317213620240906210211000,3-250,0000074623172136,"2024-09-06 21:01","2024-09-06 21:01",Vehicle,2,2,"2024-09-06 21:06:04",0,2
002000007462227313520240906205321022,3-242,0000074622273135,"2024-08-30 20:52","2024-08-30 20:53",API,0,0,"2024-09-06 20:53:26",0,0
002000007462227313520240906205054498,3-242,0000074622273135,"2024-09-06 20:50","2024-09-06 20:51",API,1,1,"2024-09-06 20:51:02",0,1
002000007462227313520240906204050952,3-242,0000074622273135,"2024-08-14 19:57","2024-08-14 20:01",API,0,0,"2024-09-06 20:41:02",0,0
001000007462305101020240906202702000,3-242,0000074623051010,"2024-09-06 20:25","2024-09-06 20:25",Vehicle,2,2,"2024-09-06 20:30:19",0,2
002000007462227313520240906191205593,3-242,0000074622273135,"2024-08-14 19:55","2024-08-14 20:00",API,0,0,"2024-09-06 19:12:16",0,0
001000007462316227420240906183850000,3-250,0000074623162274,"2024-09-05 14:51","2024-09-05 14:51",Vehicle,2,2,"2024-09-06 18:40:39",0,2
002000007462227209820240905232102179,3-242,0000074622272098,"2024-09-05 23:15","2024-09-05 23:16",API_OFFLINE,0,0,"2024-09-06 16:31:08",1,0
002000007461427436620240906162352948,3-170,0000074614274366,"2024-09-06 16:20","2024-09-06 16:21",API,1,1,"2024-09-06 16:24:07",0,1
001000007462310507420240906133135000,3-170,0000074623105074,"2024-09-06 13:23","2024-09-06 13:23",Vehicle,46,46,"2024-09-06 14:02:40",0,46
002000007462316102720240905193259000,3-170,0000074623161027,"2024-09-05 18:50","2024-09-05 18:51",API_OFFLINE,2,2,"2024-09-06 13:45:06",1,2
002000007462313201620240906133912767,3-170,0000074623132016,"2024-09-05 12:45","2024-09-05 12:50",API,5,4,"2024-09-06 13:39:22",0,4
002000007462317108120240906131938202,3-304,0000074623171081,"2024-09-06 12:10","2024-09-06 12:14",API,4,4,"2024-09-06 13:19:47",0,4
001000007462310507420240906125530000,3-170,0000074623105074,"2024-09-06 12:56","2024-09-06 12:56",Vehicle,22,19,"2024-09-06 13:08:36",0,22
001000007462317327220240906121851000,3-304,0000074623173272,"2024-09-06 12:00","2024-09-06 12:00",Vehicle,2,2,"2024-09-06 12:51:49",0,2
001000007462317327220240906115905000,3-304,0000074623173272,"2024-09-06 11:57","2024-09-06 11:57",Vehicle,2,2,"2024-09-06 12:01:16",0,2
001000007462317219220240906110631000,3-253,0000074623172192,"2024-09-06 11:05","2024-09-06 11:05",Vehicle,2,2,"2024-09-06 11:08:18",0,2
001000007462317219620240906104854000,3-250,0000074623172196,"2024-09-06 00:52","2024-09-06 00:52",Vehicle,2,2,"2024-09-06 10:50:23",0,2
001000007461233158320240905235031000,3-170,0000074612331583,"2024-09-05 23:49","2024-09-05 23:49",Vehicle,2,2,"2024-09-05 23:51:19",0,2
001000007462316539520240905223011000,3-244,0000074623165395,"2024-09-05 22:29","2024-09-05 22:29",Vehicle,2,2,"2024-09-05 22:32:03",0,2
001000007462316539520240905221205000,3-244,0000074623165395,"2024-09-05 22:10","2024-09-05 22:10",Vehicle,2,2,"2024-09-05 22:13:39",0,2
001000007462312207920240905214536000,1-291,0000074623122079,"2024-09-05 21:44","2024-09-05 21:44",Vehicle,2,2,"2024-09-05 21:47:53",0,2
001000007462317221520240905205008000,3-253,0000074623172215,"2024-09-05 20:48","2024-09-05 20:48",Vehicle,2,2,"2024-09-05 20:53:22",0,2
001000007462307203120240811015435000,3-242,0000074623072031,"2024-08-10 14:06","2024-08-10 14:06",Vehicle,25,25,"2024-09-05 20:49:03",0,25
002000007462317332520240905192038715,3-303,0000074623173325,"2024-09-05 19:19","2024-09-05 19:20",API,1,1,"2024-09-05 19:20:45",0,1
002000007462317332520240905184404748,3-303,0000074623173325,"2024-09-05 18:41","2024-09-05 18:42",API,1,0,"2024-09-05 18:44:12",0,0
002000007462227101020240905181025601,3-170,0000074622271010,"2024-09-05 18:09","2024-09-05 18:10",API,1,1,"2024-09-05 18:10:33",0,1
002000007462317332320240905165052291,3-303,0000074623173323,"2024-09-05 16:49","2024-09-05 16:50",API,1,1,"2024-09-05 16:50:59",0,1
002000007462317332320240905164229497,3-303,0000074623173323,"2024-09-05 16:40","2024-09-05 16:41",API,1,0,"2024-09-05 16:42:37",0,0
002000007462313201620240905155024034,3-170,0000074623132016,"2024-09-05 12:47","2024-09-05 12:48",API_OFFLINE,1,1,"2024-09-05 16:19:40",1,1
002000007462313201620240905155055159,3-170,0000074623132016,"2024-09-05 12:49","2024-09-05 12:50",API_OFFLINE,1,1,"2024-09-05 16:19:40",1,1
002000007462313201620240905155037665,3-170,0000074623132016,"2024-09-05 12:48","2024-09-05 12:49",API_OFFLINE,1,1,"2024-09-05 16:19:39",1,1
002000007462313201620240905155009693,3-170,0000074623132016,"2024-09-05 12:46","2024-09-05 12:47",API_OFFLINE,1,1,"2024-09-05 16:19:38",1,1
002000007462217202220240905123021106,3-170,0000074622172022,"2024-09-05 12:29","2024-09-05 12:30",API_OFFLINE,0,0,"2024-09-05 16:14:45",1,0
002000007462226519420240905161051597,3-170,0000074622265194,"2024-05-12 22:40","2024-05-12 22:50",API,0,0,"2024-09-05 16:11:07",0,0
002000007462226519420240905154704457,3-170,0000074622265194,"2024-05-12 22:30","2024-05-12 22:40",API,0,0,"2024-09-05 15:47:17",0,0
002000007462226519420240905154619839,3-170,0000074622265194,"2024-05-12 22:40","2024-05-12 22:50",API,0,0,"2024-09-05 15:46:34",0,0
002000007462317222320240905151801519,3-303,0000074623172223,"2024-09-05 15:02","2024-09-05 15:03",API,1,1,"2024-09-05 15:18:09",0,1
001000007462313201620240905150800000,3-170,0000074623132016,"2024-09-05 15:06","2024-09-05 15:06",Vehicle,2,2,"2024-09-05 15:10:16",0,2
002000007462226519420240905141302803,3-170,0000074622265194,"2024-05-12 22:40","2024-05-12 22:50",API_OFFLINE,0,0,"2024-09-05 15:06:35",1,0
001000007462317108720240905144907000,3-250,0000074623171087,"2024-09-05 14:47","2024-09-05 14:47",Vehicle,2,2,"2024-09-05 14:52:05",0,2
002000007462316330920240905125517654,3-303,0000074623163309,"2024-09-05 12:52","2024-09-05 12:53",API_OFFLINE,0,0,"2024-09-05 13:56:05",1,0
002000007462316330920240905131243066,3-303,0000074623163309,"2024-09-05 13:05","2024-09-05 13:06",API_OFFLINE,1,1,"2024-09-05 13:56:05",1,1
001000007462310507420240904205455000,3-170,0000074623105074,"2024-09-04 20:43","2024-09-04 20:43",Vehicle,21,21,"2024-09-05 13:49:31",0,21
002000007462311308820240905124805276,3-170,0000074623113088,"2024-09-05 12:47","2024-09-05 12:48",API,1,1,"2024-09-05 12:48:13",0,1
001000007462317102220240905114234000,3-250,0000074623171022,"2024-09-05 11:40","2024-09-05 11:40",Vehicle,2,2,"2024-09-05 11:43:49",0,2
001000007462213413220240905102713000,3-170,0000074622134132,"2024-09-05 10:27","2024-09-05 10:27",Vehicle,2,2,"2024-09-05 10:28:49",0,2
001000007462227104820240905004519000,3-268,0000074622271048,"2024-09-05 00:43","2024-09-05 00:43",Vehicle,2,2,"2024-09-05 00:47:50",0,2
002000007462305101520240904212232126,3-242,0000074623051015,"2024-09-04 21:19","2024-09-04 21:20",API,1,1,"2024-09-04 21:22:39",0,1
002000007462305101520240904212046197,3-242,0000074623051015,"2024-09-04 21:15","2024-09-04 21:16",API,1,1,"2024-09-04 21:20:57",0,1
001000007462227104820240904205712000,3-268,0000074622271048,"2024-09-04 20:55","2024-09-04 20:55",Vehicle,3,3,"2024-09-04 21:00:44",0,3
001000007462227104820240904203933000,3-268,0000074622271048,"2024-09-04 20:37","2024-09-04 20:37",Vehicle,3,3,"2024-09-04 20:42:50",0,3
001000007462316332420240904202706000,3-238,0000074623163324,"2024-09-04 20:25","2024-09-04 20:25",Vehicle,2,2,"2024-09-04 20:29:21",0,2
002000007462305101520240904202826808,3-242,0000074623051015,"2024-08-30 08:34","2024-08-30 08:38",API,4,4,"2024-09-04 20:28:35",0,4
002000007462305101520240904202256923,3-242,0000074623051015,"2024-08-30 10:34","2024-08-30 10:38",API,4,4,"2024-09-04 20:23:06",0,4
001000007461219571820240904200016000,3-170,0000074612195718,"2024-09-04 19:59","2024-09-04 19:59",Vehicle,2,2,"2024-09-04 20:01:50",0,2
002000007462310507420240904200034383,3-170,0000074623105074,"2024-09-04 19:59","2024-09-04 20:00",API,1,1,"2024-09-04 20:00:41",0,1
